sources,id,description,date,location,latitude,longitude,graphic,associations,time
"['src2281', 'src2282', 'src2283', 'src2284', 'src2285']",Z9FNJA,Post office reportedly hit by a strike. ,05/01/2024,"Odesa, Ukraine",46.390245,30.709693,FALSE,"['asc7', 'asc11']",00:00
"['src2286', 'src2287', 'src2288']",3TQF7G,Damaged residential buildings after the reported strike.,05/01/2024,"Kyivskyi District, Kharkiv",50.049665,36.323662,TRUE,"['asc1', 'asc11']",00:00
"['src2289', 'src2290']",GGABY9,"Damaged bank, administrative building, and cars damaged after reported strike. ",05/01/2024,"Zolochiv, Kharkiv region",50.273046,35.973655,TRUE,"['asc2', 'asc9', 'asc7', 'asc11']",00:00
"['src2291', 'src2292', 'src2293', 'src2294']",P2AO4B,Garage complex hit in Kharkiv.,04/30/2024,Kharkiv,50.0108,36.25301,FALSE,"['asc2', 'asc11']",00:00
"['src2295', 'src2296', 'src2297', 'src2298']",XQO4YS,Cluster munitions reportedly used in an attack on central Odessa. 5 people reportedly killed,04/29/2024,Odesa,46.419525,30.762059,TRUE,"['asc1', 'asc14', 'asc24']",00:00
"['src2299', 'src2300', 'src2301']",RSM3OF,Damaged educational institution after a reported strike. ,04/27/2024,Kherson,46.644385,32.588489,FALSE,"['asc3', 'asc11']",00:00
"['src2302', 'src2303']",22VE2H,Damaged vehicles after a reported strike. ,04/27/2024,"Voznesenovka, Belgorod region",50.419198,37.027199,FALSE,"['asc2', 'asc11']",00:00
"['src2304', 'src2305', 'src2306', 'src2307', 'src2308', 'src2309', 'src2310', 'src2311', 'src2312', 'src2313', 'src2314']",ZG9XWR,One person reported as injured after a strike on a psychiatric hospital.,04/27/2024,Kharkiv,49.988028,36.287433,TRUE,"['asc5', 'asc11']",00:00
"['src2315', 'src2316']",YQQM92,School damaged in strike.,04/28/2024,Veletenskoe / Berislave,46.57125,32.395917,FALSE,"['asc3', 'asc17']",00:00
"['src2317', 'src2318']",O1QU1C,"Residential area hit by strike, resulting in one boy, one man and one woman being wounded.",04/26/2024,Nikopol,47.556132,34.405934,FALSE,"['asc1', 'asc11']",00:00
['src2319'],1BBIE9,Kindergarten and apartment building damaged in strike,04/25/2024,"Kherson, coastal area of central district. ",46.633914,32.625654,FALSE,"['asc1', 'asc3', 'asc11']",00:00
"['src2320', 'src2321', 'src2322']",7ADRH7,Damage to food oil factory as a result of a strike. One woman reported as injured.,04/23/2024,"Prykolotne, Kupyansk region ",50.16341,37.35182,FALSE,"['asc12', 'asc17']",00:00
['src2323'],7D571Z,Multiple civilians injured as a result of a strike impacting a car.,04/23/2024,Kostyantynyvka,48.521086,37.677931,TRUE,"['asc2', 'asc11']",00:00
['srcHidden'],9KYPF6,"A railway station targeted in a missile attack, 10 people reported injured.",04/25/2024,"Balakliya, Kharkiv region",49.467883,36.863468,TRUE,"['asc2', 'asc9']",00:00
"['src2324', 'src2325']",UUCBJW,A crater and damaged abandoned building after the reported strike.,04/24/2024,"Kharkiv, Ukraine",50.025456,36.218528,FALSE,['asc1'],00:00
['src2326'],NURZ6X,The consequences of reported strikes on residential area.,04/24/2024,"Zolochiv, Bogoduhiv district, Kharkiv Region",50.272995,35.973896,FALSE,"['asc1', 'asc11']",00:00
"['src2327', 'src2328', 'src2329', 'src2330', 'src2331', 'src2332', 'src2333']",UGMB0Z,"Residential buildings, a school and shops damaged after the reported night strike.",04/23/2024,"Shevchenkivskyi District, Kharkiv",50.025529,36.218387,FALSE,"['asc1', 'asc7', 'asc3', 'asc19']",00:00
"['src2334', 'src2335', 'src2336']",DQFJ5I,Oil depot on fire after a reported strike. ,04/20/2024,"Kardymovo, Smolensk region",54.880991,32.431949,FALSE,[],00:00
"['src2337', 'src2338', 'src2339', 'src2340', 'src2341', 'src2342']",6F0ITD,One person reported as killed and one as injured after a strike on a multi storey residential building.,04/20/2024,"Vovchansk, Kharkiv region",50.297394,36.934929,TRUE,"['asc1', 'asc11']",00:00
"['src2343', 'src2344', 'src2345']",AR612S,Strike on Kharkiv TV tower leads to its collapse,04/22/2024,Kharkiv,50.043655,36.235106,FALSE,"['asc8', 'asc9', 'asc11']",00:00
"['src2346', 'src2347']",XCOX5I,Strike on what appears to be a commercial area.,04/19/2024,Dnipro,48.473968,35.00742,TRUE,"['asc7', 'asc11']",00:00
['src2348'],TDLJ1Z,"One person reported injured and damage to multiple buildings, including a church, after strikes.",04/19/2024,city of Vovchansk,50.293256,36.937501,FALSE,"['asc1', 'asc10', 'asc13', 'asc11']",00:00
"['src2349', 'src2350', 'src2346']",2PFPD2,"Family, including two children, reported killed in strike. One child injured.",04/19/2024,Dnipropetrovsk region,48.318959,35.531663,TRUE,"['asc1', 'asc11']",00:00
"['src2351', 'src2352', 'src2353', 'src2354', 'src2355', 'src2356', 'src2357', 'src2358', 'src2359']",PD5WIP,"Report of two killed, including two children, and 24 injured after strike on residential area.",04/19/2024,Dnipro,48.475673,35.014957,TRUE,"['asc1', 'asc11']",00:00
"['src2360', 'src2361', 'src2362', 'src2363', 'src2364']",HN4W36,"18 people killed, 78 injured in a reported missile attack in a downtown area.",04/17/2024,Chernihiv,51.50574,31.33838,TRUE,"['asc1', 'asc9', 'asc5']",00:00
"['src2365', 'src2366', 'src2367', 'src2368', 'src2369']",FC01F2,A wood-work enterprise destroyed in a reported missile attack.,04/17/2024,"Rozhdestvenske, Sumy region
",51.890472,33.848306,FALSE,['asc7'],00:00
"['src2370', 'src2371', 'src2372']",Y1IFWZ,Damage to residential buildings and commercial stores after a strike impacted a nearby road.,04/15/2024,"Slovyansk, Donetsk oblast",48.849568,37.606403,FALSE,"['asc1', 'asc7', 'asc11']",00:00
['src2373'],N2XQN9,Multiple people reported as injured after shelling of a market. ,04/13/2024,"Novoselivka, Donetsk region",48.053177,37.304066,TRUE,[],00:00
"['src2374', 'src2375', 'src2376', 'src2377']",RRC5DZ,Two people reported as killed after a strike on a residential area. ,04/13/2024,"Vesele, Kharkiv region",50.174015,36.518253,TRUE,['asc1'],00:00
"['src2378', 'src2379', 'src2380', 'src2381', 'src2382', 'src2383', 'src2384', 'src2385', 'src2386']",5OXGCP,Thermal power plant on fire after shelling.,04/11/2024,Kyiv,50.134921,30.750423,FALSE,"['asc15', 'asc4']",00:00
"['src2387', 'src2388', 'src2389']",HJ2ZAV,UAV strike reportedly resulted in injuries.,04/12/2024,Belgorod,50.616633,36.571161,FALSE,"['asc7', 'asc6']",00:00
"['src2390', 'src2391']",GO5NDM,Industrial area targeted by strike.,04/12/2024,Sumy,50.930714,34.820347,FALSE,"['asc4', 'asc17']",00:00
"['src2392', 'src2393']",85TU5T,One child reported as killed in a strike which impacted a residential area,04/09/2024,"Klimovo, Bryansk region ",52.37886,32.196894,TRUE,"['asc1', 'asc11']",00:00
['src2394'],4263U6,Damage to a residential area after reported strikes. ,04/06/2024,Belgorod,50.557155,36.572773,FALSE,[],00:00
['src2395'],4BQA2P,Damaged polyclinic with impact crater visible after a reported striek. ,04/06/2024,Belgorod,50.567629,36.572177,FALSE,"['asc5', 'asc11']",00:00
"['src2396', 'src2397', 'src2398']",E4RLZZ,Damaged medical resort after a reported strike. ,04/06/2024,"Sloviansk, Donetsk region",48.872538,37.632452,FALSE,"['asc5', 'asc11']",00:00
"['src2399', 'src2400', 'src2401', 'src2402', 'src2403', 'src2404', 'src2405']",Z0Z721,Seven people reported as killed and four more injured after strikes on residential buildings and city's infrastructure.,04/06/2024,Kharkiv,50.062801,36.19704,TRUE,"['asc7', 'asc1']",00:00
"['src2406', 'src2407']",9WHA1F,Two damaged schools after reported strikes. ,04/06/2024,"Oleshky, Kherson region",46.625734,32.747473,FALSE,"['asc3', 'asc11']",00:00
"['src2408', 'src2409']",QW95NK,Damage to a humanitarian centre after a reported strike.,04/06/2024,Zaporizhzhia,47.79887,35.183313,FALSE,['asc5'],00:00
"['src2410', 'src2411', 'src2412', 'src2413']",O7KEHI,MSF Office destroyed by strike. ,04/05/2024,"Pokrovsk, Donetsk ",48.272472,37.174222,FALSE,"['asc5', 'asc11']",00:00
"['src2414', 'src2415', 'src2416', 'src2417']",F8RC7A,"Reports of three killed, 13 wounded in double tap strike on commercial area.",04/05/2024,Zaporizhzhia,47.830863,35.185984,TRUE,"['asc7', 'asc11']",00:00
"['src2418', 'src2419']",Y7AJL8,"Commercial building reportedly struck by cruise missile, resulting in the injury of one woman",04/03/2024,Merefa,49.825394,36.05281,FALSE,"['asc7', 'asc18']",00:00
"['src2420', 'src2421', 'src2422', 'src2423', 'src2424', 'src2425', 'src2426', 'src2427', 'src2428', 'src2429', 'src2430', 'src2431']",L7KXQU,"Reported ""double tap"" strike killed three first responders. ",04/04/2024,kharkiv,49.966555,36.21781,TRUE,"['asc1', 'asc15', 'asc6']",00:00
"['src2432', 'src2433', 'src2434', 'src2435']",Z18M6Q,Damage to an educational institution and neighbouring building of a kindergarten as a result of reported missile strike. Thirteen people including five teenagers reported injured.,04/02/2024,Dnipro,48.410108,35.007649,FALSE,"['asc1', 'asc3', 'asc18']",00:00
['src2436'],EGU5AP,Flooded grain storage facility,06/07/2023,"Kozatske, Kherson region",46.780801,33.327301,FALSE,['asc12'],00:00
"['src2437', 'src2438']",HL1LJ5,Two people injured in a reported drone attack.,03/28/2024,"Nikopol, Dnipropetrovsk region",47.551908,34.408318,FALSE,"['asc1', 'asc2', 'asc6']",00:00
"['src2439', 'src2440', 'src2441', 'src2442']",2O691X,School and residential area damaged in an air raid.,03/28/2024,"Hirnyk, Donetsk region.",48.051908,37.368821,FALSE,['asc1'],00:00
['srcHidden'],PZWPHS,Air strike on residential area; one person reportedly killed.,03/28/2024,"Mykolaivka, Donetsk region",48.852343,37.774253,FALSE,['asc1'],00:00
"['src2443', 'src2444', 'src2445']",65TJD6,What appears to be a kindergarten damaged in an overnight attack.,03/28/2024,"Borova, Izium district, Kharkiv region",49.372704,37.621006,FALSE,"['asc3', 'asc1']",00:00
"['src2446', 'src2447', 'src2448']",RHOC9X,"Restaurant, shop and office buildings damaged in shelling.",03/28/2024,Kharkiv,50.044508,36.276401,FALSE,"['asc7', 'asc12', 'asc3']",00:00
"['src2449', 'src2450', 'src2451', 'src2452', 'src2453']",PL0ZJV,1 person killed and 2 injured in shelling of a taxi.,03/28/2024,Kherson,46.652656,32.593578,TRUE,['asc2'],00:00
"['src2454', 'src2455', 'src2456', 'src2457', 'src2458', 'src2459', 'src2460']",3UR8P2,University building severely damaged.,03/28/2024,Kherson,46.645752,32.629926,FALSE,"['asc1', 'asc3']",00:00
"['src2461', 'src2462', 'src2463']",HMJNDI,Two people reported as injured after a strike on a residential area. ,03/27/2024,"Ukrainsk, Donetsk region",48.094035,37.36356,FALSE,"['asc1', 'asc11']",00:00
"['src2464', 'src2465', 'src2466', 'src2467', 'src2468', 'src2469']",P13UT8,One person reported as killed and 18 injured after a strike on a residential building. ,03/27/2024,Kharkiv,50.033333,36.21801,TRUE,['asc1'],00:00
['src2470'],3EF593,One person reported as injured after strike on a school.,03/27/2024,"Izium, Kharkiv region",49.182081,37.285009,FALSE,"['asc3', 'asc11']",00:00
['src2471'],N65NBP,Residential houses and an education facility damaged as a result of an airstrike.,03/25/2024,"Bilopillya, Sumy region",51.15093,34.319031,FALSE,"['asc1', 'asc3', 'asc17']",00:00
"['src2472', 'src2473', 'src2474']",E7OA26,"Heavy damage to central Odessa, 150 flats and Palace of Culture reportedly damaged. ",03/25/2024,"Odesa, near Palats Sportu
",46.444261,30.759442,FALSE,"['asc1', 'asc10', 'asc14']",00:00
"['src2475', 'src2476', 'src2477']",HT2KQ2,Heavy damage to residential area as a result of a strike.,03/25/2024,"Derhachi, Kharkiv region",50.11463,36.097971,FALSE,"['asc1', 'asc11']",00:00
"['src2478', 'src2479', 'src2480', 'src2481', 'src2482', 'src2483']",Q91KW2,"Serious damage caused to residential, educational, administrative and commercial facilities; one person killed.",03/19/2024,"Velyka Pysarivka, Sumy region",50.42686,35.47607,FALSE,"['asc1', 'asc9', 'asc3', 'asc7', 'asc10']",00:00
"['src2484', 'src2485', 'src2486', 'src2487']",BJVHC4,A reported missile attack on suburban residential area.,03/20/2024,"Zimovnik, Kherson region ",46.659781,32.547027,FALSE,"['asc1', 'asc3']",00:00
"['src2488', 'src2489', 'src2490', 'src2491']",S0JWFD,Building damaged in what appears to be a residential area in the center of the city.,03/20/2024,Kherson,46.631579,32.617489,FALSE,"['asc1', 'asc7']",00:00
"['src2492', 'src2493']",IIT6L1,Damaged residential buildings and garage after reported strike.,02/21/2024,Kherson,46.685086,32.599835,FALSE,['asc1'],00:00
"['src2494', 'src2495']",WC1SPO,Four people reported as injured after a strike on a children's sanatorium.,03/23/2024,Kharkiv,49.938787,36.257214,FALSE,"['asc3', 'asc11']",00:00
"['src2496', 'src2497', 'src2498', 'src2499', 'src2500', 'src2501', 'src2502', 'src2503']",UOH4W1,One person reported killed and four injured after reported strikes. ,03/23/2024,Belgorod,50.597738,36.596345,FALSE,"['asc1', 'asc8', 'asc11']",00:00
"['src2504', 'src2505', 'src2506']",FG5JLQ,Building of the Kyiv State Institute of Decorative Art And Design is ruined as a result of the reported ballistic missiles attack.,03/25/2024,Kyiv,50.409401,30.550551,FALSE,"['asc1', 'asc10', 'asc5', 'asc14']",00:00
"['src2507', 'src2508', 'src2509']",W7K268,Residential building heavily damaged by strike.,03/22/2024,Central Kherson,46.634959,32.630011,FALSE,"['asc1', 'asc11']",00:00
"['src2510', 'src2511', 'src2512']",3X5OQP,Missile remnants found at a multi-story residential building.,03/21/2024,Kyiv,50.48275,30.397723,FALSE,['asc1'],00:00
['src2513'],8GQPFW,A car enterprise and a nearby residential building damaged in attack.,03/21/2024,Kyiv,50.47009,30.523518,FALSE,"['asc1', 'asc4', 'asc7']",00:00
"['src2514', 'src2515', 'src2516', 'src2517', 'src2518', 'src2519', 'src2520', 'src2521', 'src2522']",T444KZ,A building and a church damaged in a reported missile attack.,03/21/2024,Kyiv,50.474868,30.47846,FALSE,"['asc1', 'asc7', 'asc13']",00:00
"['src2523', 'src2524', 'src2525', 'src2526', 'src2527', 'src2528', 'src2529', 'src2530', 'src2531', 'src2532']",RHMDQK,"A printing house on fire after a reported missile strike, several people reported killed and injured.",03/20/2024,Kharkiv,50.011575,36.2002,FALSE,['asc7'],00:00
"['src2533', 'src2534']",2TQY0J,Damage to the local palace of culture reportedly caused by aeria bomb.,03/22/2024,Semenivka (Chernihiv oblast),52.178672,32.578949,FALSE,"['asc13', 'asc10', 'asc17']",00:00
"['src2535', 'src2536']",O5OY1H,"Damage to residential area, shops and church as a result of the attack.",03/22/2024,Druzhba (Sumy oblast),52.040493,33.943759,FALSE,"['asc1', 'asc11']",00:00
"['src2537', 'src2538', 'src2539', 'src2540']",LH6HKV,Severe damage to several residential buildings as a result of multiple missiles attack on the city.,03/22/2024,Khmelnytskyi,49.41,27.009725,FALSE,"['asc1', 'asc18', 'asc6']",00:00
"['src2541', 'src2542']",FDN446,Massive leakage of petroleum products into Dnipro river as a result of the attack on the Zaporizhzhia HPP,03/22/2024,Zaporizhzhia,47.868619,35.080461,FALSE,"['asc4', 'asc18']",00:00
"['src2543', 'src2544', 'src2545', 'src2546', 'src2547', 'src2548', 'src2549']",BGT2S4,Strike on the residential area. Several houses almost completly destroyed. ,03/22/2024,Zaporizhzhia,47.876002,35.026931,TRUE,"['asc1', 'asc18']",00:00
"['src2550', 'src2551', 'src2552', 'src2553', 'src2554', 'src2555', 'src2556', 'src2557', 'src2558', 'src2559', 'src2560', 'src2561', 'src2562', 'src2563']",P9T3RY,Strike on Zaporizhzhia HPP,03/22/2024,Zaporizhzhia,47.867927,35.088731,FALSE,"['asc4', 'asc2', 'asc18']",00:00
"['src2564', 'src2565', 'src2566', 'src2567', 'src2568']",MEPJCD,"A residential building repeatedly struck, at least 16 reported killed, including first responders.",03/15/2024,Odesa,46.37658,30.73499,TRUE,"['asc1', 'asc5', 'asc15', 'asc14']",00:00
['src2569'],M39BNF,Post office building damaged in attack.,03/14/2024,"Velyka Pysarivka, Sumy region",50.425976,35.484177,FALSE,"['asc9', 'asc17']",00:00
['src2570'],P0MKZU,Damage to church as a result of strike. ,03/18/2024,"Novoosynove, Kharkiv region",49.619114,37.700794,FALSE,"['asc13', 'asc11']",00:00
"['src2571', 'src2572', 'src2573']",ZEBY8U,A beauty salon destroyed in a shelling.,03/14/2024,Kherson,46.647061,32.61217,FALSE,['asc7'],00:00
"['src2574', 'src2575']",XC9DJ3,"As a result of an attack at what appears to b a residential area at least one person reported dead, several injured.",03/17/2024,Mykolayiv,46.95415,32.00797,FALSE,"['asc1', 'asc11']",00:00
['src2576'],3X1UUL,Fuel station damaged as a result of strike.,03/18/2024,Nikopol (Dnipropetrovsk oblast),47.590852,34.289527,FALSE,"['asc7', 'asc2', 'asc11']",00:00
"['src2577', 'src2578']",2Q6I6T,3 killed and 36 wounded reported after strike on residential building.,03/15/2024,Kryvyi Rih,47.934356,33.43841,FALSE,"['asc1', 'asc11']",00:00
['src2579'],M7AEQD,Heavy damage in residential and commercial area as a result of a strike.,03/13/2024,Vovchansk (Kharkiv oblast),50.294491,36.935924,FALSE,"['asc1', 'asc7', 'asc11']",00:00
['src2580'],5Z6OKJ,Hospital suffered damaged after strike.,03/14/2024,Trostianets,50.475483,34.923542,FALSE,"['asc5', 'asc11']",00:00
['src2581'],WELRH6,Heavy damage to school. ,03/15/2024,Novokamyanka of the Myliv community,47.21257,33.57632,FALSE,"['asc3', 'asc11']",00:00
"['src2582', 'src2583', 'src2584', 'src2585', 'src2586', 'src2587', 'src2588', 'src2589', 'src2590', 'src2591', 'src2592', 'src2593', 'src2594']",WK7SRI,"What is reported to be a double-tap strike on a residential street reportedly kills 21 and injures 73, including rescue workers. ",03/15/2024,Odessa,46.375941,30.735474,TRUE,"['asc1', 'asc11']",00:00
"['src2595', 'src2596', 'src2597']",TNXIHN,Significant damage to residential area after strike.,03/08/2024,Mirnograd,48.304027,37.284499,FALSE,"['asc1', 'asc11']",00:00
"['src2598', 'src2599', 'src2600']",QKV1QY,Reported S-300 strike which resulted in the wounding of 7 people including a 16-year-old boy and a 3 year-old girl.,03/08/2024,"Chuhuiv, Kharkiv",49.839018,36.686834,FALSE,"['asc1', 'asc23']",00:00
"['src2601', 'src2602', 'src2603', 'src2604', 'src2605']",XBVMH7,"School, hospital and emergency medical centre damaged in shelling",03/07/2024,Sumy,50.893409,34.778775,FALSE,"['asc5', 'asc3']",00:00
"['src2606', 'src2607']",9QB061,A shopping mall on fire after a reported artillery strike.,03/07/2024,"Nikopol, Dnipropetrovsk region",47.569551,34.404231,FALSE,['asc7'],00:00
['src2608'],CDFPGT,"Library, club, agricultural enterprise and power grid damaged in an artilery strike.",03/07/2024,"Basove, Bohodukhiv district, Kharkiv region",50.412648,35.881404,FALSE,"['asc10', 'asc12', 'asc1']",00:00
['srcHidden'],WM74EH,"Shelling of residential area, two people injured.",03/07/2024,"Kherson, Korabelnyi district",46.633912,32.613459,FALSE,['asc1'],00:00
['srcHidden'],G0FDN7,Seven people reported dead after a reported strike on a multi-storey residential building.,11/11/2022,Mykolaiv,46.940032,32.060882,TRUE,"['asc1', 'asc11']",00:00
"['src2609', 'src2610']",5SF26L,Residential housing damaged after the reported drone strike.,03/06/2024,"Martove, Kharkiv Region",49.935137,36.953582,FALSE,"['asc1', 'asc6']",00:00
['src2611'],DEL3JK,Damaged educational institution after the reported strike.,01/08/2024,Kharkiv,50.018685,36.255231,FALSE,"['asc3', 'asc23']",00:00
"['src2612', 'src2613', 'src2614', 'src2615', 'src2616']",F4THZF,"Damaged residential housing, garages after the reported strike causing 1 death and injuring 6 people, including 3 minors.",03/06/2024,"Borova, Izium Raion, Kharkiv Oblast",49.38155,37.62235,FALSE,"['asc1', 'asc19']",00:00
['src2617'],1ISGJR,Damaged collage after a reported strike. ,11/09/2022,"Vasylivka, Zaporizhia region",47.437167,35.298389,FALSE,"['asc3', 'asc11']",00:00
"['src2618', 'src2619']",T44AAM,Damaged hangar after a reported strike.,11/08/2022,"Lezhyne, Zaporizhzhia",47.810191,35.378137,FALSE,"['asc12', 'asc11']",00:00
"['src2620', 'src2621']",VDWYL5,Damaged house of culture with after a reported strike. ,11/07/2022,"Kushchove, Zaporizhzhia region",47.7678,35.593603,FALSE,['asc10'],00:00
['src2622'],82JNH4,Civilian wounded as a result of a strike.,03/05/2024,"Pivnichnyi, Bakhmut district",48.387371,37.903929,TRUE,"['asc8', 'asc11']",00:00
['src2623'],29338K,Damaged house of culture after a reported strike. ,10/24/2022,"Velyka Bilozerka, Zaporizhzhia region",47.279433,34.68689,FALSE,"['asc10', 'asc11']",00:00
"['src2624', 'src2625']",RMG492,Damaged Energodar City Council after a reported strike. ,10/19/2022,"Energodar, Zaporizhia region",47.49037,34.662124,FALSE,"['asc9', 'asc11']",00:00
"['src2626', 'src2627']",PQO35G,Damaged rehabilitation academy after a reported strike.,10/03/2022,Zaporizhzhia,47.837386,35.078087,FALSE,"['asc3', 'asc11']",00:00
"['src2628', 'src2629', 'src2630', 'src2631', 'src2632']",XR8P2A,Strike in a high rise apartment building. At least 12 people reported dead including 5 children.,03/02/2024,Odesa,46.592628,30.800804,TRUE,"['asc1', 'asc6']",00:00
['src2633'],HBMKSG,Vehicles damaged and an impact crater visible after a reported strike on a car park. ,10/15/2022,Zaporizhzhia,47.866058,35.03484,FALSE,"['asc2', 'asc11']",00:00
['src2634'],HOLTMC,Damaged hospital after a reported strike. ,03/01/2024,"Kostyantynivka, Donetsk region
",48.535362,37.689299,FALSE,"['asc5', 'asc3', 'asc9', 'asc11']",00:00
"['src2635', 'src2636']",VVAPFE,A school damaged in areported drone attack.,02/29/2024,"Mykhailivka, Kherson region",47.313749,33.957217,FALSE,"['asc3', 'asc6']",00:00
"['src2637', 'src2638']",BJCNTM,Damaged grain elevator after reported strikes. ,10/12/2022,"Orikhiv, Zaporizhia region",47.560889,35.787131,FALSE,"['asc12', 'asc11']",00:00
"['src2639', 'src2640']",H9I7F2,Damaged church after a reported strike. ,10/12/2022,"Orikhiv, Zaporizhia region",47.576892,35.7793,FALSE,"['asc13', 'asc11']",00:00
"['src2641', 'src2642', 'src2643', 'src2644']",6U1WE4,"Industrial warehouse struck, one person injured",02/29/2024,"Vorozhba, Sumy region",51.1752,34.225928,FALSE,['asc4'],00:00
"['src2645', 'src2646']",84Y3AT,Damaged building after a reported strike on Zaporizhzhia nuclear power plant. ,10/11/2022,"Enerhodar, Zaporizhia region",47.507611,34.608944,FALSE,"['asc4', 'asc11']",00:00
['src2647'],GF9GEW,Damaged car wash after a reported strike. ,10/11/2022,"Orikhiv, Zaporizhia region ",47.577275,35.786228,FALSE,"['asc7', 'asc11']",00:00
"['src2648', 'src2649', 'src2650']",34UO99,Turkish ship hit in Kherson port,02/29/2024,Kherson,46.62516,32.61832,FALSE,"['asc7', 'asc11']",00:00
"['src2651', 'src2652', 'src2653', 'src2654']",JXFU4L,"Allegedly shelled railway station. Reportedly one child and her grandfather died, her mother injured.",02/28/2024,"Velykyi Burluk, Kupiansk District, Kharkiv Oblast",50.036751,37.402371,TRUE,"['asc2', 'asc8', 'asc11']",00:00
['src2655'],EQQ1Q6,Damaged administration building with an impact crater in the vicinity after a reported strike. ,10/07/2022,Zaporizhzhia ,47.838139,35.140194,FALSE,"['asc9', 'asc2', 'asc11']",00:00
"['src2656', 'src2657']",4OTD06, Impact crater after a reported strike near a hotel complex in a public park. ,09/27/2022,Zaporizhia,47.808213,35.170436,FALSE,"['asc7', 'asc10', 'asc11']",00:00
"['src2658', 'src2659', 'src2660']",3I6FKO,Damaged restaurant after a reported strike. ,09/25/2022,"Ivanivka, Zaporizhia region",47.473869,34.755039,FALSE,"['asc12', 'asc7', 'asc11']",00:00
"['src2661', 'src2662']",N1Q89L,Vehicles damaged and impact crater visible after a strike on a car park.  ,09/23/2022,Zaporizhzhia,47.84584,35.150605,FALSE,"['asc2', 'asc7', 'asc11']",00:00
"['src2663', 'src2664']",DFXQ5I,One person reported as killed after a strike on a hotel. ,09/22/2022,Zaporizhia,47.808361,35.170194,FALSE,"['asc7', 'asc11']",00:00
"['src2665', 'src2666', 'src2667']",X2M8DT,Heavy damage to school building after reported strike. ,02/27/2024,"Dovzhyk, Kharkiv region",50.204089,35.966328,FALSE,"['asc3', 'asc11']",00:00
['src2668'],1WRJ45,Damaged school after a reported strike. ,09/21/2022,"Hryhorivka, Zaporizhia region",47.692678,35.342594,FALSE,"['asc3', 'asc11']",00:00
"['src2669', 'src2670']",5QGK7F,Damaged gym at the palace of culture after a reported strike. ,09/19/2022,"Kadiivka, Luhansk region",48.559444,38.652025,FALSE,"['asc10', 'asc11']",00:00
"['src2671', 'src2672']",ZY90UE,Damaged cooling system of Zaporizhzhia nuclear power plant after a reported strike. ,09/20/2022,"Enerhodar, Zaporizhia region",47.511609,34.590704,FALSE,"['asc4', 'asc11']",00:00
"['src2673', 'src2674']",LKZYQL,Grain container damaged as a result of a reported strike.,09/20/2022,"Novodniprovka, Zaporizhia region",47.398554,34.775078,FALSE,"['asc12', 'asc11']",00:00
['src2675'],EVN49S,Reported strike on a filtration plant in a residential area.,02/20/2024,Kramatorsk,48.730218,37.601427,FALSE,"['asc1', 'asc11']",00:00
"['src2492', 'src2676', 'src2677', 'src2678', 'src2493']",JU1J41,"Damaged residential building, 3 civilians reportedly injured after reported strike.",02/21/2024,Kherson,46.683687,32.600919,FALSE,"['asc1', 'asc11']",00:00
"['src2679', 'src2680']",TDS4PJ,Educational institution and residential buildings damaged in an overnight shelling.,02/19/2024,"Zelenivka, Kherson region",46.718014,32.65659,FALSE,"['asc1', 'asc3']",00:00
"['src2681', 'src2682', 'src2683']",KXAXTY,Invincibility point damaged in a reported drone attack.,02/19/2024,"Novooleksandrivka district, Kherson region",47.375798,33.963054,FALSE,['asc15'],00:00
"['src2684', 'src2685']",N813QZ,Civilians killed in strike on central Donetsk.,02/20/2024,Donetsk,48.024301,37.792939,TRUE,"['asc1', 'asc7', 'asc11']",00:00
['src2686'],IQ29KT,Library damaged as a result of a strike which hit central Donetsk.,02/20/2024,Donetsk,48.008291,37.804056,FALSE,"['asc9', 'asc11']",00:00
['src2687'],QEYQEO,Kindergarden and residential housing as a result of an attack. ,02/20/2024,"Bilozerka, Kherson bolast",46.624241,32.445975,FALSE,"['asc1', 'asc3', 'asc11']",00:00
"['src2688', 'src2689', 'src2690', 'src2691', 'src2692']",IXO45U,Heavy damage and 3 people reported killed after strike on residential area,02/17/2024,Panteleimonovka,48.196162,37.994036,TRUE,"['asc1', 'asc11']",00:00
"['src2693', 'src2694', 'src2695', 'src2696']",MQM9W3,Strike caused significant damage and reportedly killed a middle aged woman.,02/16/2024,Lydiivka,47.983989,37.683416,TRUE,"['asc7', 'asc11']",00:00
"['src2697', 'src2698']",WLJQTP,"Aftermath of Shelling in Residential Area in Velykyi Burluk, Kharkiv Oblast",03/17/2023,,50.063397,37.386583,FALSE,"['asc1', 'asc23']",00:00
"['src2699', 'src2700', 'src2701', 'src2702', 'src2703', 'src2704', 'src2705', 'src2706', 'src2707']",ZN54L3,Five people killed and several injured in a reported S-300 missile attack.,02/15/2024,"Velykyi Burluk, Kharkiv region",50.057976,37.38803,FALSE,"['asc1', 'asc23']",00:00
"['src2708', 'src2709', 'src2710', 'src2711']",YKPOHJ,At least one person reported killed in an overnight missile attack on what appears to be a residential area.,02/15/2024,"Chuhuiv, Kharkiv region",49.837469,36.685082,FALSE,['asc1'],00:00
"['src2712', 'src2713', 'src2714', 'src2715', 'src2716']",90CO2H,A large crater and damaged residential buildings visible after a reported missile attack.,02/15/2024,"Bucha district, Kyiv region",50.615312,30.072005,FALSE,['asc1'],00:00
